Year,Term,Course,Section,Cross listing 1,Cross listing 2,Cross listing 3,Gender,Age,Student Status,Major ,College ,Race,Ethnicity,Citizenship,Residency
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-MECH,ENGR,Asian,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-MECH,ENGR,Asian,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-AEROSP,ENGR,Black or African American,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Female,,Undergraduate,BIO ENGR,ENGR,Hispanic,Hispanic Yes,,
2020,Fall,ENGL101H,1107,,,,Female,,Undergraduate,ENGR-AEROSP,ENGR,Two or More,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Female,,Undergraduate,BIO ENGR,ENGR,Unknown,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-MECH,ENGR,Unknown,Hispanic Unknown,,
2020,Fall,ENGL101H,1107,,,,Female,,Undergraduate,ENGIN-UNDECI,ENGR,White,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,,
2020,Fall,ENGL101H,1107,,,,Male,,Undergraduate,ENGR-MECH,ENGR,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Female,,Undergraduate,ART STUDIO,ARHU,Black or African American,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,CHINESE,ARHU,Black or African American,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,HISTORY,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,JAPANESE,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,LINGUISTICS,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1301,,,,Male,,Undergraduate,COMM,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,ENGLISH,ARHU,Two or More,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Female,,Undergraduate,ART STUDIO,ARHU,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,HISTORY,ARHU,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,ART STUDIO,ARHU,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,FINANCE,BMGT,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Male,,Undergraduate,INFO SYS,BMGT,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Male,,Undergraduate,OM BA,BMGT,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Asian,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Male,,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Female,,Undergraduate,BIO SCI:GENB,CMNS,Hispanic,Hispanic Yes,,
2020,Fall,ENGL391,1201,,,,Female,,Undergraduate,BIO SCI:GENB,CMNS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Female,,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Male,,Undergraduate,CMSC CSECRTY,CMNS,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,INFO SCI,INFO,Asian,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,INFO SCI,INFO,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,LTSC UNDECID,LTSC,Black or African American,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Male,,Undergraduate,KINESIOLOGY,SPHL,Asian,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,,
2020,Fall,ENGL391,1301,,,,Female,,Undergraduate,FAMILY SCI,SPHL,White,Hispanic No,,
2020,Fall,ENGL391,1201,,,,Male,,Undergraduate,INDIV STUDY,UGST,Black or African American,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,ENGLISH,ARHU,White,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,BIO ENGR,ENGR,Asian,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Asian,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,PUB HLTH SCI,SPHL,Black or African American,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Black or African American,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Hispanic,Hispanic Yes,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Hispanic,Hispanic Yes,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,Hispanic,Hispanic Yes,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,FAMILY SCI,SPHL,White,Hispanic No,,
2020,Fall,FMSC286,101,,,,Female,,Undergraduate,PUB HLTH SCI,SPHL,White,Hispanic No,,
2020,Fall,FMSC286,101,,,,Male,,Undergraduate,FAMILY SCI,SPHL,White,Hispanic No,,
2020,Fall,FMSC286,101,,,,Male,,Undergraduate,FAMILY SCI,SPHL,White,Hispanic No,,
2020,Fall,FMSC286,101,,,,Male,,Undergraduate,FAMILY SCI,SPHL,Asian,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,COMM,ARHU,Asian,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,CHINESE,ARHU,Black or African American,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,COMM,ARHU,Two or More,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,RUSSIAN,ARHU,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,PHILPOLIECON,ARHU,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,PHILOSOPHY,ARHU,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,COMM,ARHU,White,Hispanic Unknown,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Male,,Undergraduate,SUPP CH MGMT,BMGT,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,FINANCE,BMGT,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,FINANCE,BMGT,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,102,,,,Male,,Undergraduate,ECONOMICS,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,ECONOMICS-BS,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,ECONOMICS,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,Two or More,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,Unknown,Hispanic No,,
2020,Fall,GVPT354,102,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,Unknown,Hispanic No,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,ECONOMICS,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,PSYCH BS,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,ECONOMICS,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic Unknown,,
2020,Fall,GVPT354,102,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,BIO SCI:GENB,CMNS,Asian,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,BIO SCI:CEBG,CMNS,Asian,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,BIO SCI:PHNB,CMNS,Asian,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,COMPUTER SCI,CMNS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,COMPUTER SCI,CMNS,Black or African American,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,BIO SCI:PHNB,CMNS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,BIO SCI:GENB,CMNS,White,Hispanic No,,
2020,Fall,GVPT354,102,,,,Female,,Undergraduate,EDS-ENGL-PRE,EDUC,Asian,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,ENGR-MECH,ENGR,Two or More,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,JOURNALISM,JOUR,Two or More,Hispanic No,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,IAP,LTSC,Hispanic,Hispanic Yes,,
2020,Fall,GVPT354,103,,,,Male,,Undergraduate,LTSC,LTSC,Two or More,Hispanic No,,
2020,Fall,GVPT354,101,,,,Male,,Undergraduate,LTSC NONDEG,LTSC,White,Hispanic No,,
2020,Fall,GVPT354,101,,,,Female,,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,,
2020,Fall,GVPT354,103,,,,Female,,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GEO SCIENCES,BSOS,Asian,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Black or African American,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,ENV S&P-PLTC,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,Two or More,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Two or More,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,Unknown,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,GOVT & POLIT,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,Asian,Hispanic No,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Asian,Hispanic No,,
2020,Fall,GVPT417,101,,,,Male,,Undergraduate,ENV S&P-PLTC,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,GVPT417,101,,,,Female,,Undergraduate,ENV S&P-PLTC,BSOS,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,COMM,ARHU,Asian,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,AMER STUDIES,ARHU,Black or African American,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,AMER STUDIES,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,AMER STUDIES,ARHU,Two or More,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,COMM,ARHU,Unknown,Hispanic No,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Male,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Male,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Male,,Undergraduate,COMM,ARHU,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,MARKETING,BMGT,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,MARKETING,BMGT,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,MGMT,BMGT,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,FINANCE,BMGT,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Male,,Undergraduate,MARKETING,BMGT,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,HESI315,301,,,,Female,,Undergraduate,SOCIOLOGY,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,PSYCHOLOGY,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,CRIM-JUSTICE,BSOS,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,SOCIOLOGY,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Male,,Undergraduate,ECONOMICS,BSOS,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,LTSC UNDECID,LTSC,Asian,Hispanic No,,
2020,Fall,HESI315,501,,,,Male,,Undergraduate,LTSC,LTSC,Black or African American,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,LTSC,LTSC,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,LTSC,LTSC,White,Hispanic No,,
2020,Fall,HESI315,301,,,,Male,,Undergraduate,LTSC,LTSC,White,Hispanic No,,
2020,Fall,HESI315,501,,,,Female,,Undergraduate,FAMILY SCI,SPHL,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Female,,Undergraduate,FINANCE,BMGT,Asian,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,FINANCE,BMGT,Hispanic,Hispanic Yes,,
2020,Fall,HONR269T,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,BIO SCI:PHNB,CMNS,Asian,Hispanic No,,
2020,Fall,HONR269T,101,,,,Female,,Undergraduate,BIO SCI:PHNB,CMNS,Hispanic,Hispanic Yes,,
2020,Fall,HONR269T,101,,,,Female,,Undergraduate,BIO SCI:CEBG,CMNS,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Female,,Undergraduate,PHYSICS,CMNS,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Female,,Undergraduate,COMPUTER SCI,CMNS,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,ENGR-AEROSP,ENGR,Asian,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,BIO ENGR,ENGR,Unknown,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,MAT SCI&ENGR,ENGR,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,LTSC UNDECID,LTSC,White,Hispanic No,,
2020,Fall,HONR269T,101,,,,Male,,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,ARCH,ARCH,Hispanic,Hispanic Yes,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,ENGLISH,ARHU,Black or African American,Hispanic No,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,ENGLISH,ARHU,Black or African American,Hispanic No,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,ART STUDIO,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Male,,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Male,,Undergraduate,ENGLISH,ARHU,Native Hawaiian or Other Pacific Islander,Hispanic No,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,ENGLISH,ARHU,White,Hispanic No,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Male,,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,GVPT INTLREL,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Male,,Undergraduate,COMPUTER SCI,CMNS,Black or African American,Hispanic No,,
2020,Fall,MITH301,101,CMLT398M,LASC348C,ENGL378M,Female,,Undergraduate,CMSC CSECRTY,CMNS,Hispanic,Hispanic Yes,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,NFSC DIET,AGNR,Black or African American,Hispanic No,,
2020,Fall,NFSC230,101,,,,Male,,Undergraduate,NFSC DIET,AGNR,Black or African American,Hispanic No,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,NFSC DIET,AGNR,Hispanic,Hispanic Yes,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,NFSC FOODSCI,AGNR,Unknown,Hispanic Unknown,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,NFSC DIET,AGNR,White,Hispanic No,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,GVPT INTLREL,BSOS,Black or African American,Hispanic No,,
2020,Fall,NFSC230,101,,,,Male,,Undergraduate,ANTHROPOLOGY,BSOS,Black or African American,Hispanic No,,
2020,Fall,NFSC230,101,,,,Female,,Undergraduate,GOVT & POLIT,BSOS,Hispanic,Hispanic Yes,,
2020,Fall,NFSC230,101,,,,Male,,Undergraduate,ANTHROPOLOGY,BSOS,White,Hispanic No,,
2021,Winter,ARTH369D,GC01,,,,Female,39,Undergraduate,ART HISTORY,ARHU,White,Hispanic No,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Male,25,Undergraduate,PHILOSOPHY,ARHU,Asian,Hispanic No,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Female,20,Undergraduate,JOURNALISM,JOUR,White,Hispanic No,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Male,20,Undergraduate,CLASSICS,ARHU,Two or More,Hispanic No,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Female,20,Undergraduate,COMP ENGIN,ENGR,Asian,Hispanic No,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Male,19,Undergraduate,PHYSICS,CMNS,White,Hispanic No,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Male,20,Undergraduate,CLASSICS,ARHU,White,Hispanic No,US Citizen,Non-resident
2021,Winter,CLAS308G,GC01,,,,Female,25,Undergraduate,HISTORY,ARHU,Unknown,Hispanic Unknown,US Citizen,Resident
2021,Winter,CLAS308G,GC01,,,,Female,31,Undergraduate,CLASSICS,ARHU,Hispanic,Hispanic Yes,US Citizen,Military
2021,Winter,ENGL391,GC01,,,,Male,23,Undergraduate,PUB POLICY,PLCY,White,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Male,24,Undergraduate,ENGLISH,ARHU,Hispanic,Hispanic Yes,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Female,22,Undergraduate,AGR&RES ECON,AGNR,Two or More,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Male,22,Undergraduate,LTSC UNDECID,LTSC,Asian,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Male,21,Undergraduate,OM BA,BMGT,White,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Male,23,Undergraduate,CRIM-JUSTICE,BSOS,Black or African American,Hispanic No,Perm Resdnt,Resident
2021,Winter,ENGL391,GC01,,,,Male,21,Undergraduate,MUS PROF VOI,ARHU,Two or More,Hispanic No,US Citizen,Non-resident
2021,Winter,ENGL391,GC01,,,,Female,22,Undergraduate,PSYCH BS,BSOS,Hispanic,Hispanic Yes,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Female,20,Undergraduate,BIO SCI:GENB,CMNS,White,Hispanic No,US Citizen,Non-resident
2021,Winter,ENGL391,GC01,,,,Female,20,Undergraduate,BIO SCI:PHNB,CMNS,Black or African American,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Male,20,Undergraduate,MATHEMATICS,CMNS,White,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Female,20,Undergraduate,HISTORY,ARHU,White,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Male,23,Undergraduate,PHILOSOPHY,ARHU,Black or African American,Hispanic No,US Citizen,Non-resident
2021,Winter,ENGL391,GC01,,,,Female,22,Undergraduate,THEATRE,ARHU,White,Hispanic No,US Citizen,Resident
2021,Winter,ENGL391,GC01,,,,Female,22,Undergraduate,ENGLISH,ARHU,White,Hispanic No,US Citizen,Resident
